Tahun,Comments
2022,ngakak bgt rasanya masi sama ??????
2022,Coba konten bareng ayang nya sm @jessicajane99 bikin telor gulung
2022,@suciprmts_ sbnrnya yg lain jg bisa cuma takut lo gdoyan aj mknnya ga gw ajkin
2022,@diva.nanusyaaa yg ini doang yg bs kt cba??
2022,Selama liat makanannya sisca keknya ini doang yang gua bisa beli
2022,"Ini baru sultan tapi gak sok polos kek cewek sebelah,apa apa sok gak tau"
2022,@laurensiusangga berisik
2022,@darmawijaya_ apasih kontol gaje banget
2022,@wirdarmd_ mari kita coba??
2022,@astriddm__ wahhh seorang Astrid komen disini juga ternyata??
2022,Jangan lupa baca bismilah kak??
2022,@chrispahena hahahaha??????
2022,Ahahah mie sakura emg best??
2022,Suka jg ente SM jajanan pinggir wkwk
2022,"Kirain itu jus jajanan street food ?? dari telor gulung, cilor dan mi sakura diblender pake kuah telor gulung... hhaha"
2022,"Di sekolah dia dulu, ada makanan2 itu gak ya mangkal di depan sekolah? Atau di kantinnya?"
2022,Njir selama hidupnya dia baru tau kalo mie Sakura enak ????
2022,@aksalwawu_ kayanya kamu doang deh yg kaya gitu
2022,Kalo ini masih bisa dicoba
2022,Makanan sisca mahal bangett :>>
2022,akhirnya setelah sekian banyak menu sisca ada juga menu kesukaan aku yg sisca juga suka.. mie sakura emang terbaik ????
2022,Cek dm ku bang jess @jessnolimit
2022,@cocottann cie lagi piknik WKWKWK
2022,??
2022,@shindyptrn mirip koen
2022,@fadiljaidi HEH??
2022,@fadiljaidi paansi nguakakk
2022,Kak piknik lagi dong sama Jess no limit
2022,Butuh Penghasilan Sampingan Cuma Modal Hp Doang?
2022,@aamkabez ??
2022,@_.nnadddd di bajak ygy
2022,@afriadi.syam astaghfirullah wkakaka??
2022,??????????
2022,@tinusapdaes bangke lo nus wkwkwkw tmen lo nih @kennykenoo sok akrab
2022,"Kak limit, dah jd bpk²?... ??"
2022,@rdho_xo nyasar lu bang
2022,Ganteng
2022,@gilangsetiawan1075 kerja woii
2022,@fadiljaidi tapi pasti kalo mereka bikin video trs bg fadil ikut pasti lucu si????
2022,@fadiljaidi ??????
2022,Selamat udah jadian ma.Sisca
2022,Gimana Jess punya Kekayaan mkn 50 M dalam Rumah dan mobil dan Pendapatan 500juta sebulan dr You.tube ?.
2022,Bau uang
2022,siapa yg cuci baju?
2022,siapa yg cuci baju?
2022,@fadiljaidi ??
2022,@bacotnetizenplus62 wkwkwkwk
2022,@delianrhlzh kyk kamuu?????
2022,@nzhsra_ ajg ??????
2022,@iam.kingrabs Plis ngakak??
2022,@bacotnetizenplus62 bukan caper karna saya tau sebenernya.emang situ tau kalau Siska ini habis kecelakan gak tau kan
2022,Ibu nya cuci baju di orang cina anak nya sok jadi orang kaya
2022,@rioqsthlani_ nyempil
2022,Mirip banget fah sm u???? @sadmermaid___
2022,@ayuwess_
2022,@fikinakii kamu jg vibesnya positif sama kyak ayang @tugkiara ??
2022,@fadiljaidi kamu gak d ajak??
2022,"@zhelyna_28 wkwkwkwkwk,, Bagus bagus. Kawal sampe malam pertama ??????"
2022,Iya
2022,@yusufsimon doa lu terkabul.. dikit lagi ATM berjalan akan menikah??
2022,@diankurniasalri udah dilamar ??
2022,@fadiljaidi sabar ya dil ??
2022,Jangan pernah putus Semoga kalian langgeng terus ya sampai ke pelaminan
2022,"Kak @siscakohl bang @jessnolimit bantuin kami bang buat biaya persalinan anak kami,kami mohon untuk sekali ini aja minta tolong sama kakak"
2022,Kiw kak jes
2022,@fadiljaidi pliss diem
2022,Moga cepat punya anak ya??
2022,@gilangsetiawan1075 tolongin saya sekali aja bang @jessnolimit
2022,Saya mohon bang @jessnolimit
2022,@gilangsetiawan1075 tolongin saya bang
2022,??
2022,@sinaga_syahputra_kaleb asik kau aja yg muncul bah
2022,@fadiljaidi kan u gak di ajak bang??
2022,Wihh congrats ko jess
2022,"@fadiljaidi Diyam,kamu tida di ajag????????"
2022,@fadiljaidi lu ga di ajak
2022,@fadiljaidi ga diajak??
2022,@fadiljaidi lu gak diajak bang
2022,@hidytr46
2022,Kak Sisca Cantik Banget Cocokk banget ama jess no limit????
2022,ayank
2022,Ayangku mana ayangg????
2022,@fadiljaidi g dl
2022,Piknik bersama duit berjalan??
2022,Iya
2022,@bobtan__ lha kan sinting si halu sampe sini...
2022,Sampe 10 turunan engga bakal abis uangnya??
2022,@fikinakii netijen lu
2022,@siscakohl CC Aku Memohon Baca DM Aku Walaupun Sebentar Aja Terimakasih Tuhan Yesus Kristus Memberkati Amin ??
2022,@familakiranaa hmm... mirip rejekinya juga lah ?? amiiiin
2022,@dewi.rachma klo pas senyum doang si wkwk
2022,@familakiranaa mirip sapa.? Aku.? Sepertinya kau lupa tampangku fem ??
2022,Kok mirip @dewi.rachma
2022,@hipatrickreal Gana banget sih bang goblok
2022,Gue kapan woy piknik bareng ayang????????
2022,????oheudugirge??????????udud????
2022,@sindyyafrilia lu ngapain sin
2022,Kpan nikah nih ? ??????
2022,@fadiljaidi g d ajak
2022,@nellyyunia05 yik i ta*
2022,@waisyadharma Ade i curik dini komen??
2022,@fadiljaidi HAHAHAHA
2022,@jntaraa_ ajg ngp ad ngni
2022,@xtrememerch rek naon aya didieu min??
2022,@fadiljaidi fadil...fadilll.FADILL.. DILL... DILL GUA KEPRET LU YA!
2022,@fadiljaidi ga di ajak bang
2022,@riane_jedeot sttttt diam
2022,@_rooynadas mcm kau p sok alim
2022,@riane_jedeot hahaha..sok alim kaka jess soalnya e kaka riane??
2022,@_rooynadas oleh ngakakkkkk
2022,Kawal terus sampe nikah. Gw berdoa kalian bersatu selamanya ??
2022,@fadiljaidi MO NGAPAIN DAH
2022,@imspbrynti29 nda ush malu dh jdi fosil??
2022,@wijaya_1_7 eeeeh ketemu??????????malu bgt loh??
2022,@imspbrynti29 ??
2022,Pak Lurah berburu tomat
2022,????????
2022,Pengen banget ni ip 11
2022,Bg
2022,"@fransiscus_luhut_haloho ngapain kau maor disini,, mau cari mangsaaaaa"
2022,Bukan Full Power tapi FULL DUIT??????
2022,@srn4_9 ??????
2022,@muhammadryan.10 kelas apa dek
2022,Cocok banget
2022,Dingin ??
2022,??
2022,Mau samsung bang biar bisa ngepush gloryy :) + buat belajar
2022,Sweet @siscakohl ??@jessnolimit
2022,Sehat sekeluarga bg jess
2022,@zaidanhawary ngakak ??
2022,"Ga kayak saya, drmh banyak ember yg serba 20k klo weekend biasa ada dipasar pagi. Wwkwkw klo butuh ember kabar aja ci"
2022,??
2022,??
2022,??
2022,????
2022,@krismonita_ilham ??
2022,@alfariezzii di rumah mereka ember nggak berfungsi bang??
2022,@krismonita_ilham besok auto sp1??
2022,??????
2022,Pakenya air fiji cooeg
2022,so sweet
2022,????????
2022,Silakan periksa pesan Anda!
2022,Kebucinan yg hqq
2022,"AGAK GOBLOK YA CINTANYA AYANG YAA , tp yaudadeh lucu sih mereka no debat bgst gua ngaku :)"
2022,Romantis??????
2022,Bagaimana rasaa nya air dingin pasti dingin bingitt??
2022,??
2022,Bukanya kerja malah ngebucin
2022,????
2022,"Ya ampon, sweet banget, karena aku sayang sama ayang, ?? kirain bakal ga disiram, eh malah minta siram bareng ??"
2022,kg pndo kyp brmain dg?? @claudiamgw @brayenchk
2022,Sehat selalu kak??
2022,IPhone 13 pro mac
2022,Klo dua duanya disiram mending gausah challenge ??
2022,dahlah cape
2022,Bahagia betul mereka ini
2022,Kaka cantik
2022,Anjor ??
2022,Geli bener @dianaadillah
2022,@krismonita_ilham mana pake helem ??
2022,Kok endingg lhooo
2022,Gua bru bngn liet ini lgsng " DAHLAH "
2022,Fokus merk airnya
2022,Air nya air zam zam mungkin ya
2022,Ayaaang curaaaang ??
2022,"Assalamualaikum kak apa GK kedinginan kalau disiram pake air es,"
2022,Woi air nya pake fiji ??????????
2022,@zaidanhawary iya juga yak wkwkkw????
2022,Knp gak di bakar aja kak?
2022,@zaidanhawary menurut dia itu ember bro jdi wajar ??
2022,@yuma.ps serah sida hak sida baru nikah
2022,apaan sih geli @mhmmdnazimm
2022,"Kak,masa iya ngga punya ember pake nya guci sih??jgn blg juga airnya dari mata air dewa??"
2022,gemes bgttt????
2022,??????????????
2022,UANG LAGI BERMAIN GAME ??
2022,iya kami hanya ngontrak di dunia yg fana  ini
2022,Kalau ujung2nya berdua ngapain bikin challenge malih??
2022,anj gua napa nonton ampe abissss aarg
2022,Soooo sweet ??
2022,@chris_tiannn93 komen lu yang mana
2022,"@megi.juliga njir komen gw kok ilang, di deket kak ama ""si paling prik"" @taqytan , ????????"
2022,????
2022,@haryayu air surga
2022,So sweet ahh??
2022,@chris_tiannn93 awokawok
2022,"@taqytan ""freak"" bang bukan pricks, tapi lebih freak PP lu bang, sumpah ????"
2022,Aaakhh gabisa gue liat yg bginian muluu
2022,Pungut aku sebagai anak mu om????
2022,Untuk apa kita menonton akhir yang selalu sama. Dasar aku ??
2022,@ryan__andikaa tapi duit ya gak habis"??
2022,Kenapa gak pale gayung sih ??
2022,@vanessahusin ya masaa aer galon isi ulang yg goceng ??
2022,LUCU BINGIT INI
2022,??drama apalagi ini ya tuhan
2022,Fiji water dong aernyaa ??
2022,Jess no limit kedinginan terlebih dahulu
2022,Sist...kamu gak punya ember kah???
2022,itu yg pake helem pasti pemain film cowo terganteng di dunia. ??
2022,tai
2022,@zdne87_ ????
2022,Suka sama pasangan ini ??
2022,@jkprdna Kontrakan di Mars udh sold out katanya tpi klo di alam kubur masih banyak kok
2022,Diam
2022,Suka bgt kpribadian Siska udh kaya cantik baik ramah sopan good attitude pulak?? lengkap bgtt sumpahh ni cwe mahal anjirr
2022,@aiswaryadarma maklum orang gak mampu beli ember??
2022,@divanandas malah pakek guci
2022,@taqytan Gak usah serius serius amat bang kan lagi BUCIN BUCIN nya mrk
2022,@rani_okta12 wkwkwkkwk???? iyaa????
2022,@triple_s_addin kalo dirumah kita yg item buat kuli bangunan itu ya onti ????
2022,Bucin
2022,@axzgil12 bucinn
2022,Aer Fiji
2022,Geliiiiiiii
2022,@nellynaolin ?????? baru ngeh salah nulis.
2022,??????gw makin ngakak liat konten mereka yg bedua drtd gw liat2 gda yg bener wkwk kocak smua y Allah tolongggg ????
2022,Fiji bukan fuji woy??
2022,@ivaokvianti Fiji bukan fuji??
2022,Aslinya mereka itu prik menurut aku??
2022,??????
2022,"spill itu yang pakek helm siapa, cepet!??"
2022,@jkprdna ngikut bang gua juga pake supra modal bensin 1 liter nyampe kek nya??
2022,@m.azzhraaa__ gabutnyaa orang bucin emang bedaaa
2022,full power gua kok jadi gini
2022,@bilasuria19_ kalau gitu ga usah main napa??????
2022,@m.azzhraaa__ nangisss
2022,kyanya sisca ngk punya ember atau gayung dehh??
2022,knp gue senyum2 sendiri y
2022,@bilasuria19_  part dua lagi
2022,SIRAM NYA PAKE FIJI WATER :(
2022,Adem banget ngliat ci @siscakohl ??????
2022,Jadi Pen punya ayang??
2022,Sepertinya dia tidak mengenal apa itu jolang ??
2022,@vinnaulia
2022,Yaaaampunnn gemesh bgt
2022,Baru scroll sampai sini. Mendadak nangis pas denger sisca bilang 'apapun makanannya tetap harus bersyukur'
2022,"""apapun makanannya harus tetap bersyukur"""
2022,"Bersyukur tidak pada orang sederhana saja, tapi orang berada pun tetap bersyukur, good attitude ??"
2022,aaaa love ??
2022,??
2022,??
2022,Ka jes pengen iPhone dong biar bisa main ml
2022,Apapun makanannya harus tetap bersyukurrr
2022,??
2022,??????
2022,??
2022,Enak dan pedes gk ka
2022,info loker
2022,??
2022,Semoga selalu sehat kak jess dengan istri nya bahagia terus kak jess ????
2022,????
2022,@vcent_27 wani????
2022,@danielwahyudi13
2022,EKONOMI TINGKAT ATAS GAK ADA HABISNYA ITU??????
2022,????????
2022,Enak?..
2022,"Apapun makanannya,minumnya teh botol terperangkap dalam kotak."
2022,??????
2022,benar jg “apapun makanannya harus tetap bersyukur”????????
2022,Salut banget sisca positif vibes bgt “apapun makanan nya harus tetap bersyukur” ??
2022,siska kalo hamil makannya jangan aneh aneh yaaa??
2022,Santun bgt sisca bner bner goid Attitude ????
2022,sisca humble bgt & senyum terus ??
2022,??
2022,"""apapun makanan nya tetap bersyukur"" God bless u no limit family's"
2022,???????
2022,@kikirilian aamiiin
2022,Apapun makanannya harus tetap bersyukur ????
2022,"dengerin sampe abis, diajarin bersyukur sama horang kaya yuu?? @ayundptri_"
2022,Apapun makanannya asal sama2 ayang??????
2022,Suaranya lembut banget ??
2022,"Paa julid apapun makananya jgn lupa bersyukur, uang ga merubah dia, didikan dia dikeluarga bikin terus dia banyak uang ??"
2022,Ihh candu ama kak sisca yang bilang "apapun makanannya harus tetap bersyukur"
2022,"Ya Alloh. Scroll dari latest postingan @siscakohl sampe postingan ini, lgsg follow. Sederhana ga neko neko banget orangnya, sopan, tau tata krama, tau cara memperlakukan suami, Pinter lagi. Bersyukur dikasih lihat sama wanita hebat begini sama Allah. Aku yg cewe aja senyam senyum liat dia. Semoga sehat selalu @siscakohl ??"
2022,apapun makanannya cobain sesuap aja .. ??
2022,"Apapun makanannya, harus tetap bersyukur??????"
2022,@suwassp setujuuuu??
2022,Pedesnya??
2022,Fncjfbbfhfbfnfb
2022,Cjcncjcbchbdjf
2022,Ncjncncj
2022,Nfbbf UU fbjfbfifj
2022,Jfbufbjfbjcbfjfb
2022,Fbbjfbjbfjf
2022,Fjfbjfbfj fnhhfd
2022,Ngbjcbfjfn
2022,Nfhdjnfjdbjx
2022,Jnfjfhjfhf
2022,Keren toppingnya enak semua :')
2022,"lucu banget pas ngomong ""apapun makanannya, tetap harus bersyukur"""
2022,yaampun lucu amat sih sisca kohl ??
2022,Pengen iphone 14 dong ??
2022,Positif vibes bgt kak sisca
2022,@2d_is.life iya donk ??
2022,"@renee.tree ANJIRRRRRRR, BACA JUGA Y HSHSHSHHSHSKJ"
2022,@2d_is.life salfok sama pp bayeol ??
2022,Ya allah ci sisca sungkem bener deh aku sama cici ??????
2022,Mukbang buah buahan
2022,@aimkhasyful mau kasian tp lbh kasian kita GT ya ngab
2022,Keren apapun makanannya tetap harus bersyukur
2022,??
2022,lucu liat kebucinan mereka??
2022,Astaga ??
2022,@santidewibgr sebelum good rekening attitude nya dulu ????????
2022,????????
2022,Ya Allah deep banget pas ngomong apapun makanannya harus tetap bersyukur ??
2022,Sweet banget nih orang tuanya kalo ngajarin sisca kohl ??
2022,"Tp enak loh klo panas susunya, gurih klo mie rebus tp sy pernah airnya pake susu campur telur, lebih gurih n creamy agak enek dikit tp lumayan enak"
2022,Apapun  makanan nya harus bersyukur
2022,@mellindaep keknya pada salah Paham??
2022,Sedap banget
2022,@aimkhasyful ??????
2022,Keren sisca (apapun makanannya harus tetap bersyukur)
2022,@arsyad_48 ??
2022,@indahperdana21  prnah juga sisca sm jess makan di warteg tp fine fine aja mereka
2022,Liat nya jadi ikutan senyum ????
2022,"apapun makanannya harus tetap bersyukur, gt we kata sisca  @intvn.ps @refamutiara @apriliaswsty"
2022,Terharu liat Couple ini. Semoga sllu bahagia dan saling menyayangi dlm suka duka sampai tua.. Aamiin..
2022,??
2022,@patrik_uciha ????
2022,Sultah suka mkn pedes
2022,habis nikah kerjaan nya cuman main aja????
2022,@djardjarnaji rekomendasi tintam
2022,Seneng bgt lihat kalian bahagia ??
2022,Gemes sama couple ini... Ga ngebayangin anaknya kaya gmn. Lucu² santun pasti
2022,Apsi ga jelas
2022,bersyukur pake hoodie gucci:") w bersyukur pake baju trift??
2022,"Apapun makanannya harus tetap bersyukur... Love banget,??????"
2022,Minumnya teh botol sosro
2022,"Udah cantik, kaya, humble...so blessed"
2022,"Apapun Makanannya, minumnya Teh Botol S*sebagiantekshilang*O. Ops,,, salah ?? Apapun Makanannya Harus Tetap Bersyukur ??? -SiscaKohl-"
2022,Topingnya ga ada ikan teri
2022,Terayangayang
2022,Apapun makananya tetap harus bersyukur ??
2022,Suka bgt bajunya juga tertutup trus sisca
2022,"""Apapun makanannya harus tetap bersyukur""  masyaaAllah kak Sisca??"
2022,mirip lala looh @shabiraalula ??
2022,Hi kak sisca??
2022,@kikirilian paket lengkap ya bund
2022,Suaranya canduu
2022,Ka jes pengen iPhone dong biar bisa main ml
2022,Keren ??
2022,??????
2022,????????serasi ka kompak pula
2022,hallllo info loker
2022,bahahahaha
2022,DM epep kak
2022,??
2022,Belibeeeet??????
2022,Kasihan banget kak Siscakohl nyebur
2022,Sehat terus kak jess dengan istri nya
2022,Lucu banget kak jess????
2022,Semoga rezeki
2022,Haaaaaaaaaaa????????????
2022,Oppa Gangnam Style ??
2022,Main sambung pantun bang.. Di lokasi pos satpam
2022,Sweater gucci kena cebur;)
2022,Gemoy??
2022,"@gtlshr duh, ngerti lagi gw ??"
2022,??
2022,Mas??
2022,@sellyyede itu sweater mahal bj
2022,"@helmisture nah iya, tpi harganya tetap fantastis ????"
2022,Kerja nya main2 duit nya juga bukan main2
2022,Lucunyaa semoga langgeng ??
2022,Pengen dapat give way a
2022,astagaa sopannnnnn bangetttttt(:
2022,Kak pengen iPhone????
2022,Ahk Kusuka kalian berdua??
2022,Bang Jess selalu full power????
2022,org kaya yg gak banyak gaya.. dari cara pakaiannya sederhana banget suka??????
2022,Si Aliyah kohl udh ga diajak
2022,"@sellyyede real orang kaya sebenarnya mba wkwk beda ama yg sok kaya,"
2022,@gallery_rifanna benerr nih sepemikirannn ??
2022,Pasangan terunyuu ??
2022,Hoodie mbak sisca gemesh bangetttttt... jiwa missqueen kuh meronta²??
2022,????
2022,Wahhhh????
2022,Susah bngtt klo lagu² ituu huhu????
2022,Aku ngefans banget sama KK sischacol dan jessnolimit
2022,??
2022,Tabarakallah Masya Allah sehat selalu
2022,??????
2022,@yuliatwahyuni beda bgt lah njer??
2022,@aydansama itu si siscaa njir ??
2022,??
2022,"@ipech_zesiy21 Krna org berkelas emg beda, mereka tau menempatkan diri dgn wibawa, kesopanan, dan attitudenya, mereka gak trlalu mengumbar jg pdhl udah kaya raya dari lahir nya"
2022,????????
2022,Ga ko mereka ga lebay??
2022,Mbak liat DM saya mbak??
2022,Kok siska ksya lgi hamil si
2022,siacakohl pernah marah ga ya?
2022,@andyyuniverse Astaga bu Ani??
2022,Suka berpakaian sischa kohl yg ini...lebih enak liatny..gak terlalu terbuka
2022,itu dia pake Hoodie Gucci beneran kali ya
2022,Selalu sopan pakaiannya ??????????
2022,FIX ADA AURA AURA BABY JUNIOR LIMIT HAHA
2022,Adik kamu sndrian tuhh??
2022,Seneng aja gitu liat mereka.. Vibenya kekasih halal emang beda??
2022,TOPUP FREE FIRE MOBILE LEGEND AOV SUPER SUS DLL CEK IG KITA @only_sultan_store
2022,Sis km lg isi ya..smoga sehat slalu y
2022,Warning buat owner roeangmedia.com dan roemahpictures
2022,@yuliatwahyuni mukanya siapa??? beda jauh njir??
2022,kulihat2 mukanya lucu kayak kamu @aydansama @naminovts
2022,Mereka berdua sopan sopan yaaa ....GK pecicilan ..trs GK teriak teriak yg hebooohhhh ngabisin tenaga gitu ...ya ampun
2022,Buat apa bikin challenge kak sisca
2022,Haha
2022,kalem nya hahahahaa????
2022,Ngakak pas bagian “Belibettt” ??????????
2022,bang mau skin legend franco??
2022,siska suka bgt pake rok kayanya
2022,Ywdh tingal skip
2022,Buat apa challenge tapi dua duanya nyebur????
2022,Pada salfok sma hoodie sultan
2022,Kalem banget ?? iriii
2022,Ka liat dm aku??
2022,"Sisca kaya isi yaaa, smga benerrr"
2022,Buat Vidio bareng kak jesica lagi dong ko
2022,Keliatan banget kaya nya jesnolimit sayang banget sama Siska
2022,Kak mau dapat iPhone dong
2022,Gimana Jess punya kekayaan 40.M dan pendapatan 300 juta sebulan dr You tube .dan Papa Sisca dpt 3 M Sebulan ?. Keren
2022,Sweet banget sih... Alus banget suaranya
2022,"@dika.nrulhdyt amin, brt mati dulu dong?"
2022,@fraystia bnr.. justin syg siskaa
2022,"@rzaltt sederhana itu penampilannya. kalo harga barang²nya mahal, itu menyesuaikan isi dompetnya"
2022,"@sellyyede modelnya aja, harganya setara motor ??"
2022,"@inidlp_ Barangkali disini ada yang hobi jajan murah meriah bisa intip stori saya ya. Es teh indonesia bebas pilih menu 80k cuma bayar 48k. Burger bangor bebas pilih menu 70k bayar 48k. Richese 150k bayar 109k, burger king bebas pilih menu 60k bayar 39k, Teguk bebas pilih menu 80k bayar 35k. Mangkoku bebas pilih menu 80k bayar 49k.Janji jiwa bebas pilih menu 100k bayar 65k.Resto lain masih banyak promonya intip storiku yuk. Semuanya udah free ongkir by gojek + free biaya lainnya lho."
2022,"@wakiwaki_nakinaki Barangkali disini ada yang hobi jajan murah meriah bisa intip stori saya ya. Es teh indonesia bebas pilih menu 80k cuma bayar 48k. Burger bangor bebas pilih menu 70k bayar 48k. Richese 150k bayar 109k, burger king bebas pilih menu 60k bayar 39k, Teguk bebas pilih menu 80k bayar 35k. Mangkoku bebas pilih menu 80k bayar 49k.Janji jiwa bebas pilih menu 100k bayar 65k.Resto lain masih banyak promonya intip storiku yuk. Semuanya udah free ongkir by gojek + free biaya lainnya lho."
2022,Kameramen/staff ngga ada niatan buat payungin mereka apa ?? panas lohhh
2022,"beb,  kian kesini lu makin kelihatan elegant lo"
2022,@nunfrdh_ kamu mah orang nya brutal ya wkwk
2022,duh susah lawanin ini duo. gada obat keromantisannnya????
2022,Siska pernah punya mantan ga sih?
2022,@jessnolimit tadi malem brapa ronde jes ??
2022,Siska paras nya keibuan bgd.. kalem..kliatan baik bgd.. klo di islam tuh namanya istri soleha????
2022,Suka banget sm mereka berduit tp tetep sederhana
2022,@vrncaveve23 ????
2022,@sellyyede ga keliatan kalo sultan ????
2022,??belibet??
2022,@marin_pakpahan_ ?????? mulai deh... ??????
2022,@zoelhelmioffc kirain jengkol??
2022,"curiga, air kolamnya pake air Fiji ??"
2022,Besok nya beli lagi
2022,"@elieliozx bengek???? hahaa suka2 mereka aja, yg penting mereka bahagia wkwk"
2022,"@siscakohl semenjak menikah makin kalem yaaa ?? padahal sultan ketemu sultan, biasanya kan ada tuh yg makin sombong dll.. nah ini mah makin santun.. salut buat kak @siscakohl dan @jessnolimit semoga SaMaWa, langgeng hingga kakek nenek dan maut memisahkan. Bahagia selalu ??????????"
2022,Bntu follow ig aku kak??????
2022,@fanigbastianoi kaku banget ke kanebo??
2022,Kok Jess no limit lama2 mirip Indra Frimawan ya? ??
2022,@nanadhiff ada uang semua aman bg?? setannya tinggal disogok aja??
2022,??????????
2022,??
2022,Bagian yg enak yg ada coklatx
2022,Buntutnya yg paling enak menurut aku karena ada garing dan lembut gitu... kalo iya menurut aku tf aku 1jt
2022,??????????????????
2022,Huhuu roti buayaa??
2022,??
2022,????????????????????
2022,@deddy_achmad88 emang harganya berapa kak
2022,Sehat selalu kak??
2022,Bujet
2022,Buaya makan manusia? Manusia makan buaya?
2022,trus sisa dr lo coba itu di taro mana ?? gue mau coba sisaan lo aja dah sis @siscakohl klo beli moon maap nih bkn ga mampu . tp masih kurang duit nyeee??????
2022,Lucuu
2022,Ini sisa seserahan pe gimana??
2022,"Iri,"
2022,Gua beli mampu kalik sebulan/2 bulan tu roti??
2022,Fulll power + inspayer
2022,Yang gue heran itu sisanya di kemanain?
2022,@lodewijkrorong tercyduq
2022,",.. Kw????"
2022,"Selamat mencoba, lu kira itu donat? ??"
2022,@stranger_06s ??
2022,@ponidin._ bct
2022,Main baseball????
2022,"Di Betawi kalo ad auang nikahan pasti ada roti buata, filosoginya katanya nih Buaya tuh setia sama pasangannya,semoga kalian juga ya??????"
2022,kak coba mabar ml sama ayangnya??
2022,buat main baseball????
2022,"@kids.stuff.bali hahaha.. aku kadang gabut ka, overthinking ??????"
2022,@lemari_maryamm iseng baca komen.. Ada ika disini????
2022,.
2022,Mari kita coba full powerrrrrrr
2022,Awas jess kanibal
2022,Abis itu di buang
2022,Bisa nyoba di mana ya wkwkwk
2022,@unadz
2022,Coklat nya pelit amat buat roti segede itu ??
2022,Dimutilasi ??
2022,Langeng trus kalean
2022,Meleleh liat kelien lah
2022,Makin kesini makin di luar nalar makanannnya
2022,Langgeng langgeng deh kalian??
2022,@hi_fajrie ahahahhahahahahahahah
2022,@vyncaa tuhh
2022,Siapa yg d sunatin sis?????..klo d rumh ad roti buaya d rumh tanda ade to anak kita lg d khitan??
2022,Roti buayanya beli d mana kak?
2022,Kayanya belakang kepala nya paling enak
2022,Roti buaya darat ??
2022,@afiraatiii ??: gigi aku mnaa ????
2022,@jessivasoni bulan kelima ditelpon pihak lelang ??
2022,"@nugraharizkiaji jadi roti buaya dijual bukan buat dimakan?kok penjualnya gak ada nulis deskripsi gak boleh dimakan, gimana sih serius gak boleh dimakan?"
2022,Langgeng teruss kaliann??
2022,Jgn lupa nnt minta bawIn roti buaya segede ini y ka ami @rachmooy
2022,Selamat mencoba?mencoba apaaa??
2022,??
2022,Roti nya selembut Awan tapi pas di pencet kaya keras??
2022,Roti buaya nya segede buaya bneran ??
2022,ngebayangin oven nya segede apaaahgg????
2022,Ngga tau soalnya belum pernah nyobain ?? coba klo diajak mh baru tuh bisa ngerasain ??
2022,Yg ada coklatnya kayaknya paling enak
2022,"Roti segede itu, ovennya segede apa???"
2022,Gemes bat dah liat ini
2022,Tengah badan
2022,Mari kita coba
2022,??
2022,Ngakak nonton nya..
2022,Bujug
2022,@natassyapriscill ??????????
2022,Masyaallah pingin
2022,Gabut x sultan ????
2022,@yovitaoctaviani ini konten asik??
2022,@ivan.yakobus tercydukkk ??????
2022,??
2022,Beli dmn??
2022,enggak mau coba
2022,"Kak Jess, vdeonya mengandung WARNING dr kak Sisca itu... ???? Kl nakal tar dipotong"" lho... wkwkwkk"
2022,Ngakak njirrrr
2022,@niken.aulira segede gitu ka?
2022,@gitpung
2022,Kukira buaya darat??
2022,Dikit bnget isi coklat nya??
2022,abis dimakan dikasi orang apa dibuang? kan dah digigitin.
2022,@unikakarisa gatau wkwkwk ga pernah beli
2022,"@viviavians Hayo ketahuan Kwkkwkw,, btw brapa y harganya hahah, yg kecil aj mahal?? kl nikahan betawi"
2022,Sultan ketemu Sultan ya begini
2022,Akhirannya selamat mencobaaaaa... Lah nyobain dimana Siska ????
2022,Keren akhirnya ngonten sama indra frimawan
2022,@thomas.shelby19_ dimakanin buaya asli
2022,????
2022,@gathanraa
2022,gemes
2022,Klo kata ku si nilai paling enak ajak penonton ig makan bareng" ??
2022,??
2022,@afiraatiii haha??
2022,@nizia_zetie  roti koe...
2022,"Ntar diet..abis itu mukbang??,,enak nikahin mba sisca mah pinter masak,,es krim bisa , nasi pdang bisa"
2022,????
2022,@dhewiagstina dia lagi aja muncul dimari ?? kan jd malu roti buaya kita keras wkwk
2022,@meilianadyah beda soalnya ini no limit mba kalo kita perlu limit jadi nya 1000% beda kualitas roti ayangnya ??
2022,Indah sekali buayanya ??
2022,jes jdi gendut wkwk mukbang mulu
2022,Ini pasti kue nikahan
2022,Roti buaya ukuran buaya
2022,Yg kerja dirumah nya pasti menakk pollll mangan terossssss ????
2022,roti buaya pas nikahan kali ya??
2022,ada yang tau ini rotinya beli dimana??
2022,Minta uang kak @siscakohl
2022,Jd ingt film si entongg
2022,Pasti ni roti buaya nikahan kalian ya hehe
2022,Cowok debaynya kak @siscakohl
2022,??
2022,Ka jes pengen iPhone dong biar bisa main ml
2022,Lucu banget kalian??
2022,Wah mantap ??
2022,@samanthajosephin.sam tk kira injek kardus kek gni :)
2022,????????
2022,Seru ka sumpah
2022,p ingpo loker
2022,??
2022,Semoga selalu dalam lindungan Tuhan kak jess
2022,Bahagia terus kak jess dengan istri nya ????
2022,"asikkkk, nm permainan nya apa yaa"
2022,Semoga rezeki amin
