Tahun,Comments
2024,Cepet bnget shopia udah gede aja ??
2024,Bg tolong beli akun gw dong butuh dana buat beli kendaraan??
2024,"Ih luci banget ihh, gemesss??????"
2024,DEDEK???? SEHAT SEHAT yaaaaa
2024,@bro.kit_ prikitiw
2024,gemoi bgtt????
2024,Gemoy banget shopia??
2024,caper aja jamet
2024,Hiiii gemeeesss mana video2 comelnya lgiii bu sisca ??
2024,Wkwk nanya lagi ????
2024,Mana
2024,Dan lu ngemis minjem duit seratus ??????
2024,Pengen liat @jessicajane99  gendong @sophianolimit
2024,"Saya Yadi Dari Kalimantan Saya Ada Challenge Buat Abang, Coba Abang Buat Akun Baru Dari Warior Ke Imortal Dengan Catatan Nama Akun nya ""SophiaNoLimit"" semoga di tanggepin yah komenan saya Terima kasih?? Sudah paket lengkap @sophianolimit @siscakohl @jessnolimit"
2024,Ichhh gemesssss.. Ga tahan liad shopiaa pgn gigit pipinyaa??????????
2024,Jess no limit bgt anjir
2024,Jatuh cinta sma baby gemesh ini??
2024,"Aku yang kalo mama masak udang, ""mah, udangnya berapa2?"" ??"
2024,@sayyidakhlq @baelixeu di warteg Deket kos kamu ada gak
2024,@sayyidakhlq ??
2024,enak banget kayanya ????
2024,@sayyidakhlq kak? wkakwkakwk
2024,Lebih suka review makanan @siscakohl
2024,Sound kekayaan??
2024,Mau
2024,Mkn apa kk
2024,saus maca nya kok kya gk di sentuh cocol pke lobster nya..gk enak ya kA
2024,Aku pengen kerja ama mba Siska
2024,"Translet plissss ,team nya tolong d translet biar kita dikit dikit bljar english"
2024,mana muncul pas lagi jam segini?? buka puasa masih lamaaaa????
2024,@dopaminee___ iya sepemikiran??
2024,"Kak Sisca, masukin santannya jangan banyak2, satu bungkus aja cukup koc. Sisanya cukup tambahin air aja. Gak harus sampai 20 bungkus, kolesterol nnti mbak...??"
2024,Abis syuting sasa santen ga sih?
2024,"What is the name of food, i never seen something like that in warkop"
2024,@sayyidakhlq mas warteg mas ??????
2024,Ok
2024,Ok
2024,Kak makan kak
2024,Kak thr kak
2024,"@madonakembaren____ ""Barangsiapa meminta-minta padahal dirinya tidaklah fakir, maka ia seakan-akan memakan bara api."" (HR. Ahmad 4: 165)"
2024,Tuhkan bener sisca koleb sama bu sisca????
2024,??????????????????????????????
2024,Mana asmr nya
2024,????
2024,@hanz.perdana ????????
2024,@suyanticen90 kuat nya kembung mozarellaa ??
2024,@hanz.perdana ?????????? mau sponsori sini ??????
2024,@suyanticen90 papa agus joyren minta lobster mozarella
2024,??????????????????????
2024,@kejumozzarela hmmmmmm 26
2024,????????
2024,??????
2024,@bulbullraa_ emang lobster ada tulang nya ya?
2024,??
2024,"Buat gamers, nih yang mau build room konsepnya room gaming kaya gamer pro, bisa dibikinin sama @pemmz.id . semua barang2nya disediain all in dalam 1 harga"
2024,Temboknya retak kah itu sisca kohl?
2024,@sayyidakhlq ganyangka endingnya ada warteg??
2024,@adeliacahyaiswari mata jeli banget wkwkw
2024,kasih paham queen ????
2024,"Emak tiap liat lobster selalu bilang pengen makan itu, maafkeun mak aku gak kerja sekarang belom bisa beliin lobster ??"
2024,kayak @marina.tashaa
2024,Trs matcha nya mejeng disitu buat apa ya Siska?
2024,damn what is that
2024,kira kira itu sisanya digerogotin gk ya??
2024,UEMSIWSMSJJS JADI LAAPEEEE
2024,Udh kaya main iklan??
2024,Gw kalo makan lobster bukan pake mozzarela tapi pake nasi
2024,Pake saos dan bon cabe sis
2024,"Sendok garpu nya emas,nenek ku juga punya"
2024,???????????????????????????????????????????????????????
2024,kakak bubang iya
2024,halo kakak
2024,Kok agak mirip konten marina tasha wkwk
2024,Beli Kya gini dimana siii?
2024,Merasa kena prank??
2024,pasti itu mahal ya ica
2024,@viva.vivers ho oh kak.. aku baru liat iklannya ????
2024,seumur hidup belum pernh mkn lobster plng bnter cm udang
2024,@hasni_ittank nunggu yg komen ginian???? kok kita sama hahah
2024,@adita_ez.art YOU... dimakan dan dimasak with cheese
2024,IKLAN SASA SANTAN DONG TERNYATAA ????????
2024,@bulbullraa_ wahh udah si ini paling cocok sama ni aku juga gasuka seafood??
2024,Sisca lu pernah makan oncom ga
2024,@zul_fikar69
2024,@teuku_mahruzal jangan bang kasian kulitnyaa??????
2024,Cara makannya terlalu slayli untuk aku yang barbarli ??
2024,@sayyidakhlq haha bajingan
2024,Kak sis
2024,@aldiabr ??
2024,@muhammadrafli__212 tapi aku alergi semua jenis seafood apagi lobster ??
2024,????????
2024,Kolesterol siskaa
2024,Enak pake tangan eceu makanya ??
2024,Lah terus Matcha sausnya buat alas doang koq gak kemakan
2024,Kok centang birunya ilang kak???
2024,Duh pengen nyomot pake tangan aj rasanya ??
2024,@bulbullraa_ aku mirip sama bapa kamu kak gas lah
2024,ga di krokotin ????
2024,Orang2 rezekinya bagus ya... Semoga nular bisa makan kyk begituan aamiin
2024,ga kenyang ah ga make nasi soalnya:v
2024,@bulbullraa_ weei aku jugaa ?? pasti ludess
2024,Cb krikiti pke tangan mbak jan tmbah wenakk yakin ??
2024,@viva.vivers betul duo sisca
2024,??????
2024,"Aduh jadi ngiler, tapi bingung belinya pake apa"
2024,@bearberlina wo kaleng ???? gokilll
2024,Santan sasa
2024,??
2024,@anetarahmina_
2024,@kawaii_ayunara yuhuuu tapi bukan yg battle kayaknya lucu kalau battle ala masterchef @kreasisasa
2024,Siscakhol sekarang udah gemukan yah...
2024,Kok yg hijau2 nya gk di mkan
2024,Mauuuuuu
2024,Ahhh mantaaaap
2024,@kejumozzarela hmmm 25
2024,@kejumozzarela hmmm 24
2024,Aaahh pernah makan lobster tapi dalam bentuk rasa di ciki ?? yg aslinya blm wkwk sama apa beda sih sm udang?
2024,@vikahasny hmmmm23
2024,Lobster yes and no
2024,Sisca khol jago basaha inggris nya ya ????
2024,Candu merdu banget suaranya waktu @siscakohl ngomong Inggris ?? berasa meleleh telinga saya ??
2024,Tapi kaya lebih imut yg skrg ga sih... Chubbyyyyyy gituuu ??
2024,@izzahamidah_ melar itu udah bahasa indo kak.
2024,??????
2024,Bismillah ka sisca IPhone biar gk di bully tm  lgi??
2024,Jadi laperrr
2024,"Aku dah pernah makan lobster,yg belum pernah tuh di kasih hp iPhone sama kakak??"
2024,"@izzahamidah_ aishhh ini diaa , ""mewlarr"""
2024,Melar bahasa indonya apa si
2024,Gule matcha
2024,Sis pernah makan nasi jinggo 6ribuan ngga
2024,Woww ur English is just incredible ????????
2024,Kepala udang tuh bukan isinya tai nya ya ?
2024,"Bng jes, ga ada niatan buat back ke evos lagi?"
2024,@poyye_dhana saya kerjanya cuman jokes bang wkwkk
2024,@mariostrss01_ mereka kerjanya ngonten bang wkwk
2024,"@lehasolehati_ wkwk,iya kak,tpi banyak yg baper"
2024,"@mariostrss01_ sarkas kan, keknya ini mah nyindir gw dah??"
2024,Suara Inggris nya berdemegg
2024,@ajiv_ibrohim gj lu mmk
2024,Udh gada bang stikernya
2024,@_zenxiii nama stikernya apa ngab
2024,@reti_alifah
2024,@mirnawati.put ganti aja suaminya
2024,Gw nonton ini cmn pgn liat dan denger Sisca ngomong bahasa Inggris
2024,"tau, bercanda doang"
2024,@mariostrss01_ itu mereka lagi kerja kak
2024,Cutest and Lovely couple ??????
2024,"@mariostrss01_ kalau ga mau di hujat langsung aja komen nya yang bener, kalau komen nya gitu ya orang mikirnya serius, lagian ga semua orang harus banget baca komen lo satu"""
2024,@es_tehmanisss2
2024,Aksen nya bagus bngt
2024,@mariostrss01_ udah gede tapi masih aja gapunya otak buat mikir
2024,@mariostrss01_ udah kerja itu
2024,"@riskanadya__ pasti kmu ga baca komen mulai dari atas ya, makanya ga tau klo komen saya cuman ngejoks"
2024,"@mariostrss01_ lu pasti gatau ya bg, hasil duit dari ngonten itu seberapa wkwkw"
2024,"@mariostrss01_ mereka ga kerja bang, mereka yg memperkerjakan orang"
2024,"@ms_chika123 ga ada menurut2an blok, itu american, udah salah ngeyel lagi ampun dah"
2024,G ngerti any ah
2024,Jess selama nikah ama siska malah cringe nggilani??
2024,Kenapa diliat" makin mirip cast nya queen of tears dua" nya ??
2024,@mariostrss01_ emang harus malu?HAHAHA
2024,"@aishah.shm loh saya padahal cuman jokes doang loh, harap baca dari atas biar ga malu"
2024,"@mariostrss01_ lohhh dia lagi nyari uang tuhhh,lo pikir dia buat konten ndak dpt duit?hehhh lo belum tau zaman sekarang zaman teknologi,dimana orang ii sperti youtuber influencer mendapatkan wang daripada tiktok,ig,yt malah gaji nya lebih besar dari gaji lohhhh lagi HAHAHA"
2024,"@mariostrss01_ iy dehh, sipaling"
2024,@mariostrss01_ lah emang knp klo dia sibuk ngonten? Masalah buat elo? Dia ngerepotin elu? Dia kan dapet uang karna hasil ngonten
2024,@mariostrss01_  bocah mendingan lu ngerjain PR sono
2024,Wow
2024,@mariostrss01_ blok!
2024,Perasaan gak ada asmr asmr nya
2024,Lol....wht our idol is doing here ??
2024,Bang kolam bola
2024,@mariostrss01_ ngjokes sambil minta banjir notif ??
2024,"Kau yg kebelet notif,ga tau konteks komen tapi sok iya,bisa bedain jokes ga?"
2024,@mariostrss01_ ngapain baca sampe bawah ratusan gitu ???? lagian ngapain komen kek gitu kebelet banjir notif?????
2024,Baca mulai dari atas komenku biar ga malu
2024,"@mariostrss01_ yg mana yg udh berumah tangga,kan kerja nya memang konten kereator ??"
2024,"Bapamu SDM rendah babi,kau liat komen dari atas bdoh"
2024,@mariostrss01_ SDM rendah
2024,@lim4715 dikira semua komen itu serius ya??
2024,@mariostrss01_ dikira nya konten dia gak menghasilkan duit ya ????????
2024,"@mariostrss01_ blog konten sm aj ky kerja, bhkan gedean uang konten"
2024,@ms_chika123 wkwkw british mah ga gtu aksennya beda. ??
2024,Gajinya bisa sampai 2 JT bang perbulan
2024,@namymoo ??
2024,@abied_r.han waktu dia pke gs pliss rindu bgt liat bg jess ngonten main ml lgi
2024,yang mau ikutan wd langsung aja kepoin QQSTAR88 gassss mumpung lagi ngasihhh
2024,@mariostrss01_ aman bang?
2024,Gw makan udang windu aja happy...
2024,Garfu nya aja emas ??
2024,@mariostrss01_ sama aku juga nge jawab doang
2024,"@madeby.lolaa justru saya komen ngejokes doang,harap baca mulai dari atas"
2024,@mariostrss01_ justru dia kerja nya ngonten ??
2024,"@namymoo Menjual tanah plus rumah oper credit hanya 45,juta saja bisa langsung hubungi saya murah layak huni lokasi Gardenia Sukabumi strategis yang mau yaa. Surat surat nya lengkap yaa"
2024,Lobster nya besar banget
2024,Ngiler bangett??
2024,"@ms_chika123 maaf banget kak, bukan maksud apa-apa ???? aku kebetulan seneng banget nonton vlog2 YouTubers dari UK karena aku pribadi aktif belajar accent british. Jadi, kurang lebih aku lumayan bisa bedain accent UK dan US ????????????"
2024,"@fir2002 itu British menurut ku, karna British intonasinya masih ada France nya cara dia bicara lebih tertata dan classic. Kalo Amerika lebih modern"
2024,@mariostrss01_
2024,"@ms_chika123 itu American ya kak, bukan British. Coba banyakin nonton vlog youtubers dari UK biar lebih bisa mengenal British accent"
2024,@maira_ut top orang paling serius di dunia
2024,"@lisyalim2020 si tolol si paling serius,minimal bisa bedain joks lah goblok"
2024,@mariostrss01_ Bagus kayak gtu pake rok aja ??????????
2024,"@mariostrss01_ iri yaa,, emang krjaannya harus di post kan ga juga. Bikin konten juga menghasilkan uang ya. Mending kmu nyri uang yg bnyk biar ga iri"
2024,@lisyalim2020 lah kau ngapain ngurusin komenku?
2024,@mariostrss01_ dari pada ngurus hidup orang bagus cari kerjaan laen sana
2024,@ms_chika123 mending lu banyakin listening native speaker british sama american deh biar tau mana british mana american
2024,@mariostrss01_ beda circle ??
2024,ini nih makanan yang anak aku nyuruh aku buatin tapi aku tak bisa ????
2024,@yordankuz w si lebih demen liat sisca kohl berenang
2024,"Buat warga jabodetabek yg lagi pengen beli motor honda baru keluaran 2024 saat ini dibintang jaya motor lg ada diskon ramadhan besar besaran kami menyediakan motor pcx,adv,scoopy,beat,beat street,cbr,crf,cb,dan macam2 motor honda lainnya buat yg minat bisa cash dan kredit hubungin aja kenomer 08999259146(rita)"
2024,Kangen baby shopiaaaa ?? kenapa ga posting lagi
2024,Sophia manaaaa Uda MPASI kan yak????PGN liat Sophia mukbang??
2024,@mariostrss01_ bang??
2024,@bint.abatiy pantes dapat banyak ikan piranha
2024,top orang paling serius versi on the spot
2024,Sisca masuk TV ?? iklan Sasa santan??
2024,@mariostrss01_ di sy komennya paling atas wkwk??
2024,Ingat ya teman teman jesss kaga come back ..itu buat ngalihin isu yg lgi buming soal bang jess ngasuh anaknya
2024,Ternyataa kolab iklan santan sasa
2024,Coba deh sopia cosplay jadi loopy??
2024,gemoy bgtttt????
2024,Cu amatt
2024,Looopyyyy nya kami ????
2024,????
2024,bajunya ky miles moreti ??????
2024,Bayi Chindo lucu bet
2024,Gemassshhhhh
2024,Ucul ??
2024,Aaaaaaa gemeesss??????
2024,Lucuuu bgtt??????
2024,Mirip loopy di pororo??
2024,@vika.yon9i Popy????
2024,@mmala.aa mirip cipung
2024,"Ketika orang lain bilang mirip papanya, mataku nangkep malah mirip mamanya????"
2024,@__mood_wanita lupii
2024,Justin versi perempuan ????????
2024,????
2024,Jess no limit baby?
2024,Doi ketawa karna besok² karna masa dpn nya cerahh ??
2024,Pas msnggil sophia... Jd keinget bayiku.. Shofiya... Hahha awal2 dl ak kl manggil shofiya gt rasany ky siapa y... Eeehh... Ternyata sophianolimit..
2024,LUTUNAAA
2024,"@nunasugarmjh0pe gmn gk kuat, mak bpk nya kaya nya aj kek gtu apalagi di jdi satu??"
2024,mirip loopy yg di film pororo????
2024,GEMESSSS BGTTT KAYA LOOPY
2024,??????
2024,????????
2024,Mirip temen pororo????
2024,Pipinyaa ????????
2024,?????? kak jess versi sachet
2024,@vika.yon9i luppy ??
2024,tuh dah liat duduk n lincah ga seperti azira banyakan tiduran doang n malas ngapa2in. stimulasi anak itu penting biar kuat otot2x cepat tengkurap n duduk. @aurelie.hermansyah @susneni_ @susneni_ @attahalilintar
2024,LA KOK UDAH GEDEK
2024,Cantiknya ??
2024,@__mood_wanita loopy ya
2024,@__mood_wanita lupiiii bang??
2024,Lucu banget ??
2024,"Kak sisca kalau mau promil anak cowok, kak sisca nya kurangin makan daging, yg harus makan daging sang suami kata dokter boyke gitu,, istri 80% makan sayur & 20% makan daging,, kalau suami 20% makan sayur 80% makan daging.."
2024,Anak saya skarang udh 8bulan tpi belum bisa duduk sendiri didudukin pun masih jatoh belum kuat nahan
2024,"Sopia maaf Tante telat komen, tapi Sopia mirip bgt sama bapak jastin ibu kamu bner bner kamu skip??"
2024,wkwkkwk gemoyyy
2024,@_vaniaprilia son jodohmu sudh bisa duduk
2024,@_vaniaprilia son jodohmu sudh bisa duduk
2024,Kayak sapi anakmu @sophianolimit
2024,Gemes
2024,sophiaa gunduddd sekalii cihh
2024,@hura_betiana realita yaa ??
2024,??????????
2024,Wajah maknya bgt
2024,@__mood_wanita loopy ????
2024,Lucu kaya yg di pororo ??
2024,Luppy ????
2024,TERLUCUUU SOPHIAA
2024,Your son looks like you...so cute????????
2024,anjay bang jess aja ud main masa kamu enggaaaa...langsung ajaaa gassss main di QQSTAR88
2024,Weehhh lucu bangetttt
2024,Sophia gemes banget lucu
2024,wangi duit pasti
2024,Ala debabnya??
2024,@bubi.mbc maksud
2024,Hoo lopyy gemess Skali @jessnolimit
2024,Jr jess
2024,Lah dah gede aja
2024,Ihh gemes
2024,Lama ga keliatan udah seembul iniii cantikkk
2024,Gemesss bangettt yaa ampun....pengen cubit pipinyaaa kyk bakpao????
2024,Bayi terkaya di indonesia????
2024,Beda 3 haari sama anaku lahirnya. Anaku bulan 9 tgl 11 thn 2023 . Lgi imut imutnya
2024,Mirip bnggwt am bapak yah
2024,??
2024,"Bg Jes aku mw iPhone bekas ABG pun GK pp bg ,buat jdi stremer gemers bg"
2024,MasyaAllah??
2024,@riant.yseptiani2088 dia takda gigi??
2024,@ins_.cutiiie ??????
2024,@__mood_wanita LUPI ANJ
2024,Gemoy banget ya tuhan ?? azura Celine shofia bayik cewek emesss
2024,Aura kaya nya keluar banget????
2024,Bh gemoi kali
2024,Ya Allah lucu bgt mirip jess
2024,sering post sophia dong.??
2024,Lama2 kek plupi ??
2024,@wdyawjy iya kak sama anak aku baru bisa guling guling sana sini ??
2024,"Plis durasi yg lama dong videonya kak,sama sring"" post lucu bgt gemes????????"
2024,gell pakne @rred.velveet
2024,Dek shopia gk ikut War Takjil
2024,CU BANGETTT
2024,"Kenal sisca kohl dari jaman2 awal ngonten sampe udah punya anak, cepet banget rasanya"
2024,Lucu sekali anak kalian ini ce @siscakohl ko @jessnolimit ??
2024,Yallah udh gede banget Sofia
2024,lucu banget ADEKKK
2024,Kirain lonel anaknya mami louise
2024,Sophia ikut ngewar takjil ga nanti sore ? Seru tauuu.. kamu harus coba ??
2024,@angeloctf inilah calon lawan cipung dimasa depan??
2024,lucuuuuuu baby no limit ?? @rrdhekp
2024,Bayi Mahal ??????
2024,Udah lama ga liat skrg sophia ndut gemoy??
2024,lucuuu bgtttt
2024,@hllmtssdyh__________ lutfi bukunya di one Piece ??
2024,@riant.yseptiani2088 ??mirip bngt bedanya dia g ad gigi
2024,@__mood_wanita lutfy kk
2024,Q jadi pngen jadi anak jessika dan jess deh????
2024,??
2024,LUCUNBANAett
2024,"perasaan baru kemarin deh baru lahir, sekarang udah gede ajaa, tambah pinter ya cantik??"
2024,Sophia ??????
2024,"@cristina_anggara96 mba, yakin ilmu kamu lebih jago dari dokter spesialisnya sisca khol ? ??"
2024,Loopy di dunia nyata argh lucu banget si ??
2024,lucu banget cantik gemoy????????
2024,@dijahdijah14 itu untuk test mba beda sma utk terapi simulasi duduk
2024,"@cristina_anggara96 tapi aku liat dokter2 anak kayak gitu, persis di video inj"
2024,Cantik banget????
2024,???? Sehat2 Selalu dd Cantik
2024,Ini perpaduan keduanya sih
2024,@apri.tri04 ini loopy????
2024,Mau banget lihat sophia sama aunty aunty nya??
2024,@daicydeixia @jessicajane99
2024,shopia kamu udah dibuatin akun ml sama bapakmu dari kecil
2024,Calon top satu panny ini mah??
2024,@xlavidella lha aku fisioterapis kak cara megang dipinggangnya sih yg bener gak tau kalo lainnya menurut ajaranku slama kuliaah
2024,"@cristina_anggara96 anak aku diajarin dokter spesialis anak jg gitu bund cara duduk nya. Merangsang biar tangan nya kuat menopang tubuh sendiri. Sesekali memang dimiringin, tp kayak ditarik gitu jg gpp"
2024,Itu pipi bisa di kondisiin gak dek sophia? Pen tak gigit kya bapawww?? gemsh
2024,Lucunyaaa kamu dekkk
2024,kok sekarang udah ga follow followan lagi sama jessica jane bang?
2024,So cute??
2024,@rifaldyy_082 kenapa gak suka Lu
2024,@hsbshxjzhs dihhh ngajak2 org. Lo aja kli panas2
2024,Mirip Sisca coll
2024,Lucuuuu bangetttt...gemesnyaaaaaa
2024,maaf kak kalo mau stimulasi duduk itu gak gtu caranya harus dari miring tangan menompa badan diajarkan kasian punggungnyaa??
2024,Sopiah " eh eh pah kepala aku ketinggalan"??
2024,@nisa.alynti jesica kan justin versi cewe
2024,@suryanipanianjani_ apela daye kite ke??
